title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category,folder
Notice of the General Office of the State Council on Printing and Distributing the Implementation Plan for Improving and Promoting the Consumption System and Mechanism (2018-2020),24.09.2018,national,People's Republic of China,TRUE,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],Promotes consumer rights and data protection.,FALSE,2_admin_regulations/国务院办公厅关于印发完善促进消费体制机制实...(FBM-CLI.2.322560).txt,2_admin_regulations,data protection
Medium and Long-term Youth Development Plan (2016-2025),01.04.2017,national,People's Republic of China,FALSE,general,[],[],[],[],[],Promotes youth development and rights.,FALSE,2_admin_regulations/中长期青年发展规划(2016－2025年)(FBM-CLI.16.292980).txt,2_admin_regulations,data protection
National Standardization Development Outline,10.10.2021,national,People's Republic of China,FALSE,general,[],[],[],[],[],,FALSE,2_admin_regulations/中共中央、国务院印发《国家标准化发展纲要》(FBM-CLI.16.5077460).txt,2_admin_regulations,data protection
Implementation Opinions on Promoting High-Quality Development of Inclusive Finance,25.09.2023,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Financial Intermediation', 'Public Administration, Social Security & Social Organizations']",[],[],Promotes high-quality inclusive finance development.,FALSE,2_admin_regulations/国务院关于推进普惠金融高质量发展的实施意见(FBM-CLI.2.5178527).txt,2_admin_regulations,data protection
Report on the Situation of Financial Work,28.10.2022,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Financial Intermediation', 'Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Promotes financial stability and risk management.,FALSE,2_admin_regulations/国务院关于金融工作情况的报告(FBM-CLI.2.5137693).txt,2_admin_regulations,data protection
Circular of the General Office of the State Council on the Issuance of Guidelines for the Development of Government Websites,15.05.2017,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Guidelines for government website management.,FALSE,2_admin_regulations/国务院办公厅关于印发政府网站发展指引的通知(FBM-CLI.2.296103).txt,2_admin_regulations,data protection
Opinions of the State Council on Implementing the Key Work Division of the Government Work Report,19.03.2021,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Strengthening data security and personal information protection.,FALSE,2_admin_regulations/国务院关于落实《政府工作报告》重点工作分工...(FBM-CLI.2.354051).txt,2_admin_regulations,data protection
Opinions of the State Council on Promoting the Innovative Development of Cloud Computing and Cultivating New Business Forms in the Information Industry,06.01.2015,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']","['Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes cloud computing and data privacy protection.,FALSE,2_admin_regulations/国务院关于促进云计算创新发展培育信息产业新...(FBM-CLI.2.242385).txt,2_admin_regulations,data protection
"Regulations on the Functions, Internal Institutions, and Staffing of the People's Bank of China",19.01.2019,national,People's Republic of China,FALSE,general,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],,FALSE,2_admin_regulations/中国人民银行职能配置、内设机构和人员编制规...(FBM-CLI.16.329311).txt,2_admin_regulations,data protection
Regulations on Consular Protection and Assistance of the People's Republic of China,01.09.2023,national,People's Republic of China,FALSE,general,[],[],[],[],[],,FALSE,2_admin_regulations/中华人民共和国领事保护与协助条例(FBM-CLI.2.5171240).txt,2_admin_regulations,data protection
Opinions of the State Council on Vigorously Developing E-commerce and Accelerating the Cultivation of New Economic Drivers,04.05.2015,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes e-commerce development and data protection.,FALSE,2_admin_regulations/国务院关于大力发展电子商务加快培育经济新动...(FBM-CLI.2.247905).txt,2_admin_regulations,data protection
Notice on Printing the Guidelines for the Construction of a National Integrated Government Affairs Big Data System,13.09.2022,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Guidelines for enhancing government data management.,TRUE,2_admin_regulations/国务院办公厅关于印发全国一体化政务大数据体...(FBM-CLI.2.5137614).txt,2_admin_regulations,data protection
2018 First Quarter National Government Website Inspection Report,28.04.2018,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Enhances government website management and security.,FALSE,2_admin_regulations/2018年第一季度全国政府网站抽查情况通报(FBM-CLI.2.314649).txt,2_admin_regulations,data protection
Opinions of the Central Committee of the Communist Party of China and the State Council on Building a Data Basic System to Better Play the Role of Data Elements,02.12.2022,national,People's Republic of China,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Establishes data protection and governance framework.,FALSE,2_admin_regulations/中共中央、国务院关于构建数据基础制度更好发...(FBM-CLI.16.5146045).txt,2_admin_regulations,data protection
Opinions of the General Office of the CPC Central Committee and the General Office of the State Council on Accelerating the Development and Utilization of Public Data Resources,21.09.2024,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],"['Information Processing', 'Information Dissemination']",Promotes efficient use of public data resources.,FALSE,2_admin_regulations/中共中央办公厅、国务院办公厅关于加快公共数...(FBM-CLI.16.5232735).txt,2_admin_regulations,data protection
Regulations on the Management of Public Security Video Image Information Systems,16.12.2024,national,People's Republic of China,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Erasure', 'Explanation', 'Next of Kin']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public security video systems and privacy protection.,TRUE,2_admin_regulations/公共安全视频图像信息系统管理条例(FBM-CLI.2.5291008).txt,2_admin_regulations,data protection
Action Plan for Promoting the Large-scale Deployment of Internet Protocol Version 6 (IPv6),01.01.2017,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'Protection Officer']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",['Personal Information Protection'],"['Information Processing', 'Information Dissemination']",Promotes IPv6 deployment for enhanced internet security.,FALSE,2_admin_regulations/中共中央办公厅、国务院办公厅印发《推进互联...(FBM-CLI.16.305446).txt,2_admin_regulations,data protection
"Notice of the General Office of the State Council on Printing and Distributing the Implementation Plan for Further Deepening ""Internet + Government Services""",10.06.2018,national,People's Republic of China,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes online government service integration.,FALSE,2_admin_regulations/国务院办公厅关于印发进一步深化“互联网 政...(FBM-CLI.2.316152).txt,2_admin_regulations,data protection
