title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Implementation Opinions of the State Council on Promoting High-Quality Development of Inclusive Finance,2023-09-25,national,China,True,general,[],[],"['Financial Intermediation', 'Information Transmission, Software & IT Services', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Health & Social Work']",[],[],Promotes inclusive finance without specific privacy measures,False,data_protection/2_admin_regulations/国务院关于推进普惠金融高质量发展的实施意见(FBM-CLI.2.5178527).txt,data_protection
Report on Financial Work by the State Council,2022-10-28,national,China,True,general,[],[],['Financial Intermediation'],[],[],,False,data_protection/2_admin_regulations/国务院关于金融工作情况的报告(FBM-CLI.2.5137693).txt,data_protection
Notice of the General Office of the State Council on Issuing the Government Website Development Guidelines,2017-05-15,national,China,True,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],"['Information Processing', 'Information Dissemination', 'Invasion']",Guidelines to standardize government websites and ensure data security,False,data_protection/2_admin_regulations/国务院办公厅关于印发政府网站发展指引的通知(FBM-CLI.2.296103).txt,data_protection
Opinions of the State Council on Implementing the Key Work Division of the Government Work Report,2021-03-19,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/国务院关于落实《政府工作报告》重点工作分工...(FBM-CLI.2.354051).txt,data_protection
Opinions of the State Council on Promoting Cloud Computing Innovation and Developing New Information Industry Formats,2015-01-06,national,China,True,general,[],[],"['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Financial Intermediation']",[],[],Promotes cloud computing innovation and information security,False,data_protection/2_admin_regulations/国务院关于促进云计算创新发展培育信息产业新...(FBM-CLI.2.242385).txt,data_protection
"Regulations on the Functions, Internal Institutions and Staffing of the People's Bank of China",2019-01-19,national,China,True,general,[],[],['Financial Intermediation'],[],[],,False,data_protection/2_admin_regulations/中国人民银行职能配置、内设机构和人员编制规...(FBM-CLI.16.329311).txt,data_protection
Regulations on Consular Protection and Assistance of the People's Republic of China,2023-07-09,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/中华人民共和国领事保护与协助条例(FBM-CLI.2.5171240).txt,data_protection
Opinions of the State Council on Vigorously Developing E-commerce and Accelerating the Cultivation of New Economic Drivers,2015-05-04,national,China,True,general,[],[],"['Information Transmission, Software & IT Services', 'Wholesale & Retail Trade', 'Financial Intermediation', 'Manufacturing', 'Transportation, Storage & Postal Services', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Health & Social Work', 'Education', 'Culture, Sports & Entertainment', 'Public Administration, Social Security & Social Organizations']",[],[],Promotes e-commerce growth and security measures,False,data_protection/2_admin_regulations/国务院关于大力发展电子商务加快培育经济新动...(FBM-CLI.2.247905).txt,data_protection
Guidelines for the Construction of the National Integrated Government Big Data System,2022-09-13,national,China,False,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Financial Intermediation', 'Transportation, Storage & Postal Services', 'Water Conservancy, Environment & Public Facilities Management', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']","Promotes data sharing, governance, security, and compliance in government big data.",True,data_protection/2_admin_regulations/国务院办公厅关于印发全国一体化政务大数据体...(FBM-CLI.2.5137614).txt,data_protection
2018 Q1 National Government Websites Inspection Report,2018-04-28,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/2018年第一季度全国政府网站抽查情况通报(FBM-CLI.2.314649).txt,data_protection
Opinions of the CPC Central Committee and the State Council on Building a Data Infrastructure System to Better Leverage the Role of Data Elements,2022-12-02,national,China,False,general,[],"['Security & Management', 'Impact Assessment', 'Incident Response & Notification', 'Compliance Audits', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Scientific Research & Technical Services']","['Cross-Border Transfer', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination']",Establishes data infrastructure and governance to protect privacy and promote data security.,False,data_protection/2_admin_regulations/中共中央、国务院关于构建数据基础制度更好发...(FBM-CLI.16.5146045).txt,data_protection
Opinions of the General Office of the CPC Central Committee and the General Office of the State Council on Accelerating the Development and Utilization of Public Data Resources,2024-09-21,national,China,True,general,[],[],[],[],[],,False,data_protection/2_admin_regulations/中共中央办公厅、国务院办公厅关于加快公共数...(FBM-CLI.16.5232735).txt,data_protection
Regulations on the Management of Public Security Video Image Information Systems,2025-01-13,national,China,False,sensitive,"['Access & Copy', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Outsourced Processing', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Health & Social Work', 'Education', 'Culture, Sports & Entertainment', 'Financial Intermediation']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates public security video systems to protect privacy and data,True,data_protection/2_admin_regulations/公共安全视频图像信息系统管理条例(FBM-CLI.2.5291008).txt,data_protection
Action Plan for Promoting the Large-scale Deployment of Internet Protocol Version 6 (IPv6),2017-01-01,national,China,True,general,[],[],"['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Culture, Sports & Entertainment', 'Health & Social Work', 'Scientific Research & Technical Services']",[],[],Promotes IPv6 deployment to enhance network security and infrastructure,False,data_protection/2_admin_regulations/中共中央办公厅、国务院办公厅印发《推进互联...(FBM-CLI.16.305446).txt,data_protection
"Implementation Plan for Deepening ""Internet Plus"" Government Services to Promote ""One Network, One Door, One Time"" Reform",2018-06-10,national,China,False,general,[],['Security & Management'],"['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],['Information Processing'],Promotes integrated online government services and data security,False,data_protection/2_admin_regulations/国务院办公厅关于印发进一步深化“互联网 政...(FBM-CLI.2.316152).txt,data_protection
Report on the Development of Digital Economy by the State Council,2022-10-28,national,China,True,general,[],[],"['Information Transmission, Software & IT Services', 'Manufacturing', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Wholesale & Retail Trade', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Resident Services, Repair & Other Services']",[],[],,True,data_protection/2_admin_regulations/国务院关于数字经济发展情况的报告(FBM-CLI.2.5142926).txt,data_protection
Regulations on the Supervision and Administration of Non-bank Payment Institutions,2023-12-09,national,China,False,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Impact Assessment', 'Incident Response & Notification', 'Outsourced Processing']","['Financial Intermediation', 'Information Transmission, Software & IT Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates non-bank payment institutions to protect user data privacy and security.,True,data_protection/2_admin_regulations/非银行支付机构监督管理条例(FBM-CLI.2.5184594).txt,data_protection
